id_votacao,id_parlamentar_voz,voto
2242888-60,1146307,-1
2242888-60,1151208,-1
2242888-60,1152610,-1
2242888-60,1154178,-1
2242888-60,1156190,-1
2242888-60,1157130,1
2242888-60,1160508,1
2242888-60,1160510,-1
2242888-60,1160511,-1
2242888-60,1160512,-1
2242888-60,1160518,-1
2242888-60,1160528,1
2242888-60,1160531,-1
2242888-60,1160532,-1
2242888-60,1160534,-1
2242888-60,1160535,1
2242888-60,1160538,1
2242888-60,1160545,-1
2242888-60,1160552,-1
2242888-60,1160553,-1
2242888-60,1160558,-1
2242888-60,1160559,-1
2242888-60,1160570,-1
2242888-60,1160575,1
2242888-60,1160588,-1
2242888-60,1160589,-1
2242888-60,1160591,-1
2242888-60,1160592,1
2242888-60,1160598,1
2242888-60,1160599,-1
2242888-60,1160600,-1
2242888-60,1160601,-1
2242888-60,1160604,1
2242888-60,1160610,1
2242888-60,1160632,-1
2242888-60,1160635,-1
2242888-60,1160639,-1
2242888-60,1160640,-1
2242888-60,1160641,1
2242888-60,1160642,-1
2242888-60,1160651,-1
2242888-60,1160653,-1
2242888-60,1160665,-1
2242888-60,1160667,-1
2242888-60,1160669,-1
2242888-60,1160673,-1
2242888-60,1160758,-1
2242888-60,1160976,1
2242888-60,1161550,-1
2242888-60,1162332,-1
2242888-60,1164359,-1
2242888-60,1164360,-1
2242888-60,1166402,-1
2242888-60,1171617,1
2242888-60,1171619,1
2242888-60,1171623,-1
2242888-60,1177282,1
2242888-60,1178829,-1
2242888-60,1178831,-1
2242888-60,1178832,-1
2242888-60,1178833,-1
2242888-60,1178835,1
2242888-60,1178836,-1
2242888-60,1178842,-1
2242888-60,1178843,-1
2242888-60,1178857,1
2242888-60,1178858,-1
2242888-60,1178861,-1
2242888-60,1178863,-1
2242888-60,1178871,-1
2242888-60,1178873,1
2242888-60,1178874,1
2242888-60,1178876,-1
2242888-60,1178879,-1
2242888-60,1178881,-1
2242888-60,1178884,-1
2242888-60,1178886,-1
2242888-60,1178889,1
2242888-60,1178895,-1
2242888-60,1178908,-1
2242888-60,1178909,-1
2242888-60,1178910,-1
2242888-60,1178916,-1
2242888-60,1178920,-1
2242888-60,1178921,-1
2242888-60,1178924,-1
2242888-60,1178925,1
2242888-60,1178927,-1
2242888-60,1178928,-1
2242888-60,1178929,-1
2242888-60,1178931,-1
2242888-60,1178933,-1
2242888-60,1178934,-1
2242888-60,1178945,-1
2242888-60,1178947,-1
2242888-60,1178951,-1
2242888-60,1178952,-1
2242888-60,1178953,-1
2242888-60,1178956,-1
2242888-60,1178962,-1
2242888-60,1178964,-1
2242888-60,1178966,-1
2242888-60,1178969,-1
2242888-60,1178970,1
2242888-60,1178972,-1
2242888-60,1178975,-1
2242888-60,1178981,-1
2242888-60,1178983,-1
2242888-60,1178985,-1
2242888-60,1178986,1
2242888-60,1178987,1
2242888-60,1178990,-1
2242888-60,1178992,-1
2242888-60,1178993,-1
2242888-60,1178994,-1
2242888-60,1178997,-1
2242888-60,1179001,-1
2242888-60,1188097,1
2242888-60,1191923,-1
2242888-60,1194260,-1
2242888-60,1196358,-1
2242888-60,1198783,-1
2242888-60,1204351,-1
2242888-60,1204352,-1
2242888-60,1204354,-1
2242888-60,1204355,-1
2242888-60,1204356,-1
2242888-60,1204357,-1
2242888-60,1204358,-1
2242888-60,1204359,-1
2242888-60,1204360,-1
2242888-60,1204361,-1
2242888-60,1204362,-1
2242888-60,1204363,-1
2242888-60,1204364,-1
2242888-60,1204365,-1
2242888-60,1204366,-1
2242888-60,1204367,-1
2242888-60,1204368,-1
2242888-60,1204369,-1
2242888-60,1204370,1
2242888-60,1204371,-1
2242888-60,1204372,-1
2242888-60,1204376,-1
2242888-60,1204377,-1
2242888-60,1204378,-1
2242888-60,1204382,-1
2242888-60,1204383,-1
2242888-60,1204384,-1
2242888-60,1204385,-1
2242888-60,1204386,-1
2242888-60,1204387,-1
2242888-60,1204388,-1
2242888-60,1204389,-1
2242888-60,1204390,-1
2242888-60,1204391,-1
2242888-60,1204392,-1
2242888-60,1204393,1
2242888-60,1204394,-1
2242888-60,1204395,-1
2242888-60,1204398,-1
2242888-60,1204399,-1
2242888-60,1204400,-1
2242888-60,1204403,-1
2242888-60,1204404,-1
2242888-60,1204405,-1
2242888-60,1204406,-1
2242888-60,1204408,-1
2242888-60,1204409,-1
2242888-60,1204411,-1
2242888-60,1204412,-1
2242888-60,1204413,-1
2242888-60,1204415,-1
2242888-60,1204416,-1
2242888-60,1204418,-1
2242888-60,1204419,-1
2242888-60,1204420,-1
2242888-60,1204421,-1
2242888-60,1204422,-1
2242888-60,1204425,-1
2242888-60,1204426,1
2242888-60,1204427,-1
2242888-60,1204428,1
2242888-60,1204430,-1
2242888-60,1204431,-1
2242888-60,1204432,-1
2242888-60,1204433,1
2242888-60,1204434,-1
2242888-60,1204435,1
2242888-60,1204437,-1
2242888-60,1204438,-1
2242888-60,1204439,-1
2242888-60,1204440,-1
2242888-60,1204442,-1
2242888-60,1204444,-1
2242888-60,1204446,-1
2242888-60,1204447,-1
2242888-60,1204448,-1
2242888-60,1204450,-1
2242888-60,1204451,-1
2242888-60,1204452,-1
2242888-60,1204453,1
2242888-60,1204454,-1
2242888-60,1204455,-1
2242888-60,1204456,-1
2242888-60,1204457,-1
2242888-60,1204458,-1
2242888-60,1204459,-1
2242888-60,1204460,-1
2242888-60,1204461,-1
2242888-60,1204462,-1
2242888-60,1204465,-1
2242888-60,1204466,-1
2242888-60,1204467,1
2242888-60,1204468,-1
2242888-60,1204469,-1
2242888-60,1204471,-1
2242888-60,1204473,-1
2242888-60,1204474,-1
2242888-60,1204475,-1
2242888-60,1204476,-1
2242888-60,1204477,-1
2242888-60,1204478,-1
2242888-60,1204479,-1
2242888-60,1204480,1
2242888-60,1204481,-1
2242888-60,1204482,-1
2242888-60,1204483,-1
2242888-60,1204484,-1
2242888-60,1204485,-1
2242888-60,1204486,1
2242888-60,1204487,-1
2242888-60,1204488,1
2242888-60,1204489,1
2242888-60,1204490,-1
2242888-60,1204492,1
2242888-60,1204494,-1
2242888-60,1204495,1
2242888-60,1204496,-1
2242888-60,1204497,-1
2242888-60,1204498,-1
2242888-60,1204499,-1
2242888-60,1204501,1
2242888-60,1204502,-1
2242888-60,1204503,1
2242888-60,1204504,-1
2242888-60,1204505,-1
2242888-60,1204506,-1
2242888-60,1204507,-1
2242888-60,1204510,-1
2242888-60,1204511,-1
2242888-60,1204512,-1
2242888-60,1204513,-1
2242888-60,1204515,-1
2242888-60,1204516,-1
2242888-60,1204517,-1
2242888-60,1204519,-1
2242888-60,1204520,-1
2242888-60,1204522,-1
2242888-60,1204523,-1
2242888-60,1204525,-1
2242888-60,1204526,-1
2242888-60,1204527,-1
2242888-60,1204528,-1
2242888-60,1204529,-1
2242888-60,1204530,-1
2242888-60,1204531,-1
2242888-60,1204532,-1
2242888-60,1204533,1
2242888-60,1204534,-1
2242888-60,1204537,-1
2242888-60,1204538,-1
2242888-60,1204539,1
2242888-60,1204540,-1
2242888-60,1204541,1
2242888-60,1204542,-1
2242888-60,1204544,-1
2242888-60,1204545,-1
2242888-60,1204546,-1
2242888-60,1204547,-1
2242888-60,1204548,-1
2242888-60,1204549,-1
2242888-60,1204550,-1
2242888-60,1204551,-1
2242888-60,1204553,1
2242888-60,1204554,-1
2242888-60,1204555,1
2242888-60,1204556,-1
2242888-60,1204557,-1
2242888-60,1204558,-1
2242888-60,1204559,1
2242888-60,1204560,-1
2242888-60,1204561,1
2242888-60,1204562,-1
2242888-60,1204563,-1
2242888-60,1204564,-1
2242888-60,1204565,-1
2242888-60,1204566,-1
2242888-60,1204567,-1
2242888-60,1204569,-1
2242888-60,1204571,-1
2242888-60,1204572,-1
2242888-60,1204573,-1
2242888-60,1204575,-1
2242888-60,1204576,-1
2242888-60,1205476,-1
2242888-60,1205550,-1
2242888-60,1205863,-1
2242888-60,1206231,-1
2242888-60,1207176,-1
2242888-60,1207309,-1
2242888-60,1209189,1
2242888-60,1212749,-1
2242888-60,1213274,-1
2242888-60,1213679,-1
2242888-60,1213762,-1
2242888-66,162881,1
2242888-66,166179,1
2242888-66,166828,1
2242888-66,167138,1
2242888-66,168720,-1
2242888-66,172442,1
2242888-66,173433,-1
2242888-66,173441,1
2242888-66,173466,1
2242888-66,173482,-1
2242888-66,173486,-1
2242888-66,173586,1
2242888-66,173604,-1
2242888-66,173692,1
2242888-66,173696,1
2242888-66,173701,-1
2242888-66,173772,1
2242888-66,173788,1
2242888-66,173801,-1
2242888-66,173808,1
2242888-66,173943,1
2242888-66,174052,1
2242888-66,174057,1
2242888-66,174060,1
2242888-66,174075,1
2242888-66,174079,1
2242888-66,174090,1
2242888-66,174156,-1
2242888-66,174158,-1
2242888-66,174159,-1
2242888-66,174160,-1
2242888-66,174200,1
2242888-66,174262,-1
2242888-66,174270,1
2242888-66,174273,1
2242888-66,174283,-1
2242888-66,174299,-1
2242888-66,174356,1
2242888-66,174371,-1
2242888-66,174376,-1
2242888-66,174383,1
2242888-66,174398,-1
2242888-66,174400,-1
2242888-66,174419,1
2242888-66,174439,-1
2242888-66,174459,1
2242888-66,174467,-1
2242888-66,174471,1
2242888-66,174478,1
2242888-66,174537,1
2242888-66,174554,1
2242888-66,174574,1
2242888-66,174585,1
2242888-66,174655,1
2242888-66,174693,0
2242888-66,174749,1
2242888-66,174806,1
2242888-66,174848,1
2242888-66,175431,1
2242888-66,181055,1
2242888-66,181297,1
2242888-66,190201,1
2242888-66,190842,1
2242888-66,192102,1
2242888-66,192346,1
2242888-66,192699,1
2242888-66,192776,1
2242888-66,193083,1
2242888-66,198057,1
2242888-66,1107283,-1
2242888-66,1108338,1
2242888-66,1109429,1
2242888-66,1115746,1
2242888-66,1116379,1
2242888-66,1121948,1
2242888-66,1122158,1
2242888-66,1122974,1
2242888-66,1128760,1
2242888-66,1132504,-1
2242888-66,1133439,-1
2242888-66,1133810,1
2242888-66,1133968,-1
2242888-66,1135054,1
2242888-66,1136811,1
2242888-66,1137070,1
2242888-66,1139285,1
2242888-66,1141335,-1
2242888-66,1141398,-1
2242888-66,1141401,1
2242888-66,1141405,1
2242888-66,1141408,1
2242888-66,1141411,-1
2242888-66,1141417,1
2242888-66,1141421,1
2242888-66,1141431,1
2242888-66,1141434,1
2242888-66,1141439,-1
2242888-66,1141450,1
2242888-66,1141459,1
2242888-66,1141464,-1
2242888-66,1141470,-1
2242888-66,1141488,-1
2242888-66,1141508,1
2242888-66,1141516,1
2242888-66,1141518,-1
2242888-66,1141523,1
2242888-66,1141531,1
2242888-66,1141553,1
2242888-66,1141555,1
2242888-66,1143084,1
2242888-66,1143632,1
2242888-66,1146307,1
2242888-66,1146788,1
2242888-66,1150418,1
2242888-66,1152610,1
2242888-66,1154178,1
2242888-66,1156190,1
2242888-66,1160508,-1
2242888-66,1160511,1
2242888-66,1160518,1
2242888-66,1160528,1
2242888-66,1160531,1
2242888-66,1160532,1
2242888-66,1160534,1
2242888-66,1160535,-1
2242888-66,1160538,-1
2242888-66,1160545,1
2242888-66,1160553,1
2242888-66,1160558,1
2242888-66,1160559,1
2242888-66,1160569,-1
2242888-66,1160570,1
2242888-66,1160575,-1
2242888-66,1160587,-1
2242888-66,1160588,1
2242888-66,1160589,1
2242888-66,1160591,1
2242888-66,1160598,-1
2242888-66,1160600,1
2242888-66,1160601,1
2242888-66,1160610,-1
2242888-66,1160619,1
2242888-66,1160632,1
2242888-66,1160635,1
2242888-66,1160640,1
2242888-66,1160641,1
2242888-66,1160642,1
2242888-66,1160645,1
2242888-66,1160651,1
2242888-66,1160653,1
2242888-66,1160655,1
2242888-66,1160665,1
2242888-66,1160669,1
2242888-66,1160673,1
2242888-66,1160674,1
2242888-66,1160758,1
2242888-66,1160976,-1
2242888-66,1161550,1
2242888-66,1162332,1
2242888-66,1164359,1
2242888-66,1164360,1
2242888-66,1166402,1
2242888-66,1171617,-1
2242888-66,1171619,-1
2242888-66,1171623,1
2242888-66,1177282,-1
2242888-66,1178829,1
2242888-66,1178831,1
2242888-66,1178832,1
2242888-66,1178833,1
2242888-66,1178835,-1
2242888-66,1178836,1
2242888-66,1178843,1
2242888-66,1178854,1
2242888-66,1178857,-1
2242888-66,1178858,1
2242888-66,1178860,1
2242888-66,1178861,1
2242888-66,1178863,1
2242888-66,1178866,-1
2242888-66,1178871,1
2242888-66,1178873,-1
2242888-66,1178874,-1
2242888-66,1178876,1
2242888-66,1178881,1
2242888-66,1178884,1
2242888-66,1178889,-1
2242888-66,1178908,1
2242888-66,1178909,1
2242888-66,1178910,1
2242888-66,1178916,1
2242888-66,1178920,1
2242888-66,1178921,1
2242888-66,1178922,1
2242888-66,1178924,1
2242888-66,1178925,-1
2242888-66,1178927,1
2242888-66,1178928,1
2242888-66,1178929,1
2242888-66,1178930,1
2242888-66,1178931,1
2242888-66,1178933,1
2242888-66,1178934,1
2242888-66,1178939,1
2242888-66,1178945,1
2242888-66,1178946,1
2242888-66,1178951,1
2242888-66,1178952,1
2242888-66,1178953,1
2242888-66,1178954,1
2242888-66,1178956,1
2242888-66,1178962,1
2242888-66,1178964,1
2242888-66,1178966,1
2242888-66,1178969,-1
2242888-66,1178970,-1
2242888-66,1178975,-1
2242888-66,1178981,1
2242888-66,1178983,1
2242888-66,1178985,1
2242888-66,1178986,-1
2242888-66,1178987,1
2242888-66,1178990,1
2242888-66,1178992,1
2242888-66,1178993,1
2242888-66,1178994,1
2242888-66,1178996,1
2242888-66,1178997,1
2242888-66,1179001,1
2242888-66,1179587,1
2242888-66,1188097,-1
2242888-66,1191923,1
2242888-66,1193726,1
2242888-66,1194260,1
2242888-66,1196358,1
2242888-66,1198783,1
2242888-66,1204351,1
2242888-66,1204352,1
2242888-66,1204354,1
2242888-66,1204355,1
2242888-66,1204356,1
2242888-66,1204357,1
2242888-66,1204358,1
2242888-66,1204359,1
2242888-66,1204360,1
2242888-66,1204361,1
2242888-66,1204362,1
2242888-66,1204363,1
2242888-66,1204364,1
2242888-66,1204365,1
2242888-66,1204366,1
2242888-66,1204367,1
2242888-66,1204368,1
2242888-66,1204369,1
2242888-66,1204370,-1
2242888-66,1204372,1
2242888-66,1204373,1
2242888-66,1204375,1
2242888-66,1204376,1
2242888-66,1204377,1
2242888-66,1204378,1
2242888-66,1204379,1
2242888-66,1204383,-1
2242888-66,1204384,1
2242888-66,1204385,1
2242888-66,1204386,1
2242888-66,1204387,1
2242888-66,1204388,1
2242888-66,1204389,1
2242888-66,1204390,1
2242888-66,1204391,1
2242888-66,1204392,1
2242888-66,1204393,-1
2242888-66,1204394,1
2242888-66,1204395,1
2242888-66,1204398,1
2242888-66,1204399,1
2242888-66,1204404,1
2242888-66,1204405,1
2242888-66,1204406,1
2242888-66,1204408,1
2242888-66,1204409,1
2242888-66,1204410,1
2242888-66,1204411,1
2242888-66,1204412,1
2242888-66,1204413,1
2242888-66,1204414,1
2242888-66,1204416,1
2242888-66,1204418,1
2242888-66,1204419,1
2242888-66,1204420,1
2242888-66,1204421,1
2242888-66,1204422,1
2242888-66,1204423,1
2242888-66,1204425,1
2242888-66,1204426,-1
2242888-66,1204427,1
2242888-66,1204428,-1
2242888-66,1204429,1
2242888-66,1204431,1
2242888-66,1204432,1
2242888-66,1204433,1
2242888-66,1204435,-1
2242888-66,1204436,1
2242888-66,1204437,1
2242888-66,1204438,1
2242888-66,1204439,1
2242888-66,1204440,1
2242888-66,1204441,1
2242888-66,1204442,1
2242888-66,1204444,1
2242888-66,1204446,1
2242888-66,1204447,1
2242888-66,1204448,1
2242888-66,1204449,1
2242888-66,1204450,1
2242888-66,1204451,1
2242888-66,1204452,1
2242888-66,1204453,-1
2242888-66,1204454,1
2242888-66,1204455,1
2242888-66,1204456,1
2242888-66,1204457,1
2242888-66,1204458,1
2242888-66,1204459,1
2242888-66,1204460,1
2242888-66,1204461,1
2242888-66,1204462,1
2242888-66,1204463,1
2242888-66,1204465,1
2242888-66,1204466,1
2242888-66,1204467,-1
2242888-66,1204468,1
2242888-66,1204469,1
2242888-66,1204471,1
2242888-66,1204473,1
2242888-66,1204474,1
2242888-66,1204475,1
2242888-66,1204477,1
2242888-66,1204478,1
2242888-66,1204479,1
2242888-66,1204480,-1
2242888-66,1204481,1
2242888-66,1204482,1
2242888-66,1204483,1
2242888-66,1204484,1
2242888-66,1204485,1
2242888-66,1204486,-1
2242888-66,1204487,1
2242888-66,1204488,-1
2242888-66,1204489,-1
2242888-66,1204492,-1
2242888-66,1204495,1
2242888-66,1204496,1
2242888-66,1204497,1
2242888-66,1204498,1
2242888-66,1204499,1
2242888-66,1204501,-1
2242888-66,1204502,1
2242888-66,1204503,-1
2242888-66,1204504,1
2242888-66,1204505,1
2242888-66,1204507,1
2242888-66,1204510,1
2242888-66,1204511,1
2242888-66,1204512,1
2242888-66,1204513,1
2242888-66,1204515,1
2242888-66,1204516,1
2242888-66,1204517,1
2242888-66,1204518,1
2242888-66,1204519,1
2242888-66,1204520,1
2242888-66,1204521,1
2242888-66,1204522,1
2242888-66,1204523,1
2242888-66,1204524,1
2242888-66,1204525,1
2242888-66,1204526,1
2242888-66,1204528,1
2242888-66,1204529,1
2242888-66,1204530,1
2242888-66,1204531,1
2242888-66,1204532,1
2242888-66,1204533,-1
2242888-66,1204534,1
2242888-66,1204536,1
2242888-66,1204538,1
2242888-66,1204539,1
2242888-66,1204540,1
2242888-66,1204541,-1
2242888-66,1204542,1
2242888-66,1204544,1
2242888-66,1204545,1
2242888-66,1204546,1
2242888-66,1204547,1
2242888-66,1204548,1
2242888-66,1204549,1
2242888-66,1204550,1
2242888-66,1204551,1
2242888-66,1204553,-1
2242888-66,1204554,1
2242888-66,1204555,-1
2242888-66,1204556,1
2242888-66,1204558,1
2242888-66,1204559,-1
2242888-66,1204560,1
2242888-66,1204561,1
2242888-66,1204562,1
2242888-66,1204564,1
2242888-66,1204565,1
2242888-66,1204566,1
2242888-66,1204567,1
2242888-66,1204569,1
2242888-66,1204570,1
2242888-66,1204571,1
2242888-66,1204572,1
2242888-66,1204573,-1
2242888-66,1204575,1
2242888-66,1204576,1
2242888-66,1205476,-1
2242888-66,1205550,1
2242888-66,1205863,1
2242888-66,1206231,1
2242888-66,1207176,1
2242888-66,1209189,-1
2242888-66,1212749,1
2242888-66,1213274,1
2242888-66,1213679,1
2242888-66,1213762,1
2242888-66,1213856,1
2242888-67,162881,1
2242888-67,166179,1
2242888-67,166828,1
2242888-67,167138,1
2242888-67,168720,-1
2242888-67,169871,-1
2242888-67,172442,1
2242888-67,173433,-1
2242888-67,173441,1
2242888-67,173460,-1
2242888-67,173466,1
2242888-67,173482,-1
2242888-67,173486,-1
2242888-67,173586,1
2242888-67,173604,-1
2242888-67,173692,1
2242888-67,173696,1
2242888-67,173701,-1
2242888-67,173772,1
2242888-67,173788,1
2242888-67,173801,1
2242888-67,173808,1
2242888-67,173943,1
2242888-67,174044,1
2242888-67,174052,1
2242888-67,174057,1
2242888-67,174060,1
2242888-67,174075,1
2242888-67,174079,1
2242888-67,174090,1
2242888-67,174156,-1
2242888-67,174158,1
2242888-67,174159,-1
2242888-67,174160,-1
2242888-67,174200,1
2242888-67,174262,1
2242888-67,174270,1
2242888-67,174273,1
2242888-67,174283,-1
2242888-67,174299,-1
2242888-67,174317,1
2242888-67,174356,1
2242888-67,174371,-1
2242888-67,174376,-1
2242888-67,174398,-1
2242888-67,174400,-1
2242888-67,174419,1
2242888-67,174439,-1
2242888-67,174459,1
2242888-67,174467,-1
2242888-67,174471,1
2242888-67,174537,1
2242888-67,174574,1
2242888-67,174585,1
2242888-67,174646,1
2242888-67,174655,1
2242888-67,174749,1
2242888-67,174806,1
2242888-67,174848,1
2242888-67,175431,1
2242888-67,181055,1
2242888-67,181297,1
2242888-67,190201,1
2242888-67,190842,1
2242888-67,192102,1
2242888-67,192346,1
2242888-67,192699,1
2242888-67,192776,-1
2242888-67,193083,1
2242888-67,1107283,-1
2242888-67,1108338,1
2242888-67,1109429,1
2242888-67,1115746,1
2242888-67,1116379,1
2242888-67,1121948,1
2242888-67,1122974,1
2242888-67,1128760,1
2242888-67,1132504,-1
2242888-67,1133439,-1
2242888-67,1133810,1
2242888-67,1133968,-1
2242888-67,1135054,1
2242888-67,1136811,1
2242888-67,1137070,1
2242888-67,1139285,1
2242888-67,1141335,-1
2242888-67,1141391,1
2242888-67,1141398,-1
2242888-67,1141401,1
2242888-67,1141408,1
2242888-67,1141411,-1
2242888-67,1141421,1
2242888-67,1141427,1
2242888-67,1141434,1
2242888-67,1141439,-1
2242888-67,1141450,1
2242888-67,1141459,1
2242888-67,1141464,-1
2242888-67,1141470,-1
2242888-67,1141488,-1
2242888-67,1141508,1
2242888-67,1141516,1
2242888-67,1141518,-1
2242888-67,1141531,1
2242888-67,1141555,1
2242888-67,1143084,1
2242888-67,1143632,1
2242888-67,1150418,1
2242888-67,1151208,1
2242888-67,1152610,1
2242888-67,1154178,1
2242888-67,1156190,1
2242888-67,1157130,-1
2242888-67,1160508,-1
2242888-67,1160511,1
2242888-67,1160518,1
2242888-67,1160528,1
2242888-67,1160531,1
2242888-67,1160532,1
2242888-67,1160534,1
2242888-67,1160535,-1
2242888-67,1160541,1
2242888-67,1160545,1
2242888-67,1160552,1
2242888-67,1160553,1
2242888-67,1160556,-1
2242888-67,1160558,1
2242888-67,1160559,1
2242888-67,1160569,-1
2242888-67,1160575,-1
2242888-67,1160587,1
2242888-67,1160589,1
2242888-67,1160591,1
2242888-67,1160592,-1
2242888-67,1160598,-1
2242888-67,1160599,1
2242888-67,1160600,1
2242888-67,1160601,1
2242888-67,1160610,-1
2242888-67,1160619,1
2242888-67,1160632,1
2242888-67,1160635,1
2242888-67,1160639,1
2242888-67,1160640,1
2242888-67,1160641,1
2242888-67,1160642,1
2242888-67,1160645,1
2242888-67,1160651,1
2242888-67,1160653,1
2242888-67,1160665,1
2242888-67,1160667,1
2242888-67,1160669,1
2242888-67,1160673,1
2242888-67,1160758,1
2242888-67,1160976,-1
2242888-67,1161550,1
2242888-67,1162332,1
2242888-67,1164359,1
2242888-67,1164360,1
2242888-67,1166402,1
2242888-67,1171617,-1
2242888-67,1171619,-1
2242888-67,1171623,1
2242888-67,1177282,-1
2242888-67,1178829,1
2242888-67,1178831,1
2242888-67,1178832,1
2242888-67,1178833,1
2242888-67,1178835,-1
2242888-67,1178836,1
2242888-67,1178839,1
2242888-67,1178843,1
2242888-67,1178854,1
2242888-67,1178857,-1
2242888-67,1178858,1
2242888-67,1178861,1
2242888-67,1178863,1
2242888-67,1178866,-1
2242888-67,1178873,-1
2242888-67,1178874,-1
2242888-67,1178876,1
2242888-67,1178881,1
2242888-67,1178884,1
2242888-67,1178886,1
2242888-67,1178889,-1
2242888-67,1178895,1
2242888-67,1178908,1
2242888-67,1178910,1
2242888-67,1178912,1
2242888-67,1178916,1
2242888-67,1178920,1
2242888-67,1178921,1
2242888-67,1178922,1
2242888-67,1178924,1
2242888-67,1178925,-1
2242888-67,1178927,1
2242888-67,1178928,1
2242888-67,1178929,1
2242888-67,1178931,1
2242888-67,1178933,1
2242888-67,1178934,1
2242888-67,1178939,1
2242888-67,1178945,1
2242888-67,1178951,1
2242888-67,1178952,1
2242888-67,1178953,1
2242888-67,1178954,1
2242888-67,1178956,1
2242888-67,1178959,1
2242888-67,1178962,1
2242888-67,1178964,1
2242888-67,1178966,1
2242888-67,1178969,1
2242888-67,1178970,-1
2242888-67,1178972,1
2242888-67,1178975,1
2242888-67,1178977,1
2242888-67,1178981,1
2242888-67,1178983,1
2242888-67,1178985,1
2242888-67,1178986,-1
2242888-67,1178987,1
2242888-67,1178990,1
2242888-67,1178992,1
2242888-67,1178993,1
2242888-67,1178994,1
2242888-67,1178996,1
2242888-67,1179001,1
2242888-67,1179587,1
2242888-67,1188097,-1
2242888-67,1191923,1
2242888-67,1194260,1
2242888-67,1196358,1
2242888-67,1198783,1
2242888-67,1204352,1
2242888-67,1204353,1
2242888-67,1204355,1
2242888-67,1204356,1
2242888-67,1204357,1
2242888-67,1204358,1
2242888-67,1204359,1
2242888-67,1204360,1
2242888-67,1204361,1
2242888-67,1204362,1
2242888-67,1204363,1
2242888-67,1204364,1
2242888-67,1204365,1
2242888-67,1204366,1
2242888-67,1204367,1
2242888-67,1204368,1
2242888-67,1204369,1
2242888-67,1204370,-1
2242888-67,1204372,1
2242888-67,1204373,1
2242888-67,1204374,1
2242888-67,1204375,1
2242888-67,1204376,1
2242888-67,1204378,1
2242888-67,1204381,1
2242888-67,1204382,-1
2242888-67,1204383,1
2242888-67,1204384,1
2242888-67,1204385,1
2242888-67,1204386,1
2242888-67,1204387,1
2242888-67,1204388,1
2242888-67,1204389,1
2242888-67,1204390,1
2242888-67,1204391,1
2242888-67,1204392,1
2242888-67,1204393,-1
2242888-67,1204394,1
2242888-67,1204395,1
2242888-67,1204396,1
2242888-67,1204397,1
2242888-67,1204398,1
2242888-67,1204399,1
2242888-67,1204400,1
2242888-67,1204403,1
2242888-67,1204404,1
2242888-67,1204405,1
2242888-67,1204406,1
2242888-67,1204408,1
2242888-67,1204409,1
2242888-67,1204410,1
2242888-67,1204411,1
2242888-67,1204412,1
2242888-67,1204413,1
2242888-67,1204414,1
2242888-67,1204415,1
2242888-67,1204416,1
2242888-67,1204419,1
2242888-67,1204420,1
2242888-67,1204421,1
2242888-67,1204422,1
2242888-67,1204423,1
2242888-67,1204425,1
2242888-67,1204426,-1
2242888-67,1204427,1
2242888-67,1204428,-1
2242888-67,1204429,1
2242888-67,1204430,1
2242888-67,1204431,1
2242888-67,1204432,1
2242888-67,1204433,1
2242888-67,1204434,1
2242888-67,1204435,-1
2242888-67,1204438,1
2242888-67,1204439,1
2242888-67,1204440,1
2242888-67,1204441,1
2242888-67,1204442,1
2242888-67,1204444,1
2242888-67,1204446,1
2242888-67,1204447,1
2242888-67,1204448,1
2242888-67,1204449,1
2242888-67,1204450,1
2242888-67,1204451,1
2242888-67,1204452,1
2242888-67,1204453,-1
2242888-67,1204454,1
2242888-67,1204455,1
2242888-67,1204456,1
2242888-67,1204457,1
2242888-67,1204458,1
2242888-67,1204459,1
2242888-67,1204460,1
2242888-67,1204461,1
2242888-67,1204462,1
2242888-67,1204463,1
2242888-67,1204465,1
2242888-67,1204466,1
2242888-67,1204467,-1
2242888-67,1204468,1
2242888-67,1204469,1
2242888-67,1204471,1
2242888-67,1204473,1
2242888-67,1204474,1
2242888-67,1204477,1
2242888-67,1204478,1
2242888-67,1204479,1
2242888-67,1204480,-1
2242888-67,1204481,1
2242888-67,1204483,1
2242888-67,1204484,1
2242888-67,1204485,1
2242888-67,1204486,-1
2242888-67,1204487,1
2242888-67,1204488,-1
2242888-67,1204489,-1
2242888-67,1204491,1
2242888-67,1204492,-1
2242888-67,1204494,1
2242888-67,1204495,-1
2242888-67,1204496,1
2242888-67,1204497,1
2242888-67,1204498,1
2242888-67,1204499,1
2242888-67,1204500,1
2242888-67,1204501,-1
2242888-67,1204502,1
2242888-67,1204503,-1
2242888-67,1204504,1
2242888-67,1204505,1
2242888-67,1204506,1
2242888-67,1204507,1
2242888-67,1204508,1
2242888-67,1204510,1
2242888-67,1204512,1
2242888-67,1204513,1
2242888-67,1204515,1
2242888-67,1204516,1
2242888-67,1204517,1
2242888-67,1204518,1
2242888-67,1204519,1
2242888-67,1204520,1
2242888-67,1204521,1
2242888-67,1204522,1
2242888-67,1204523,1
2242888-67,1204525,1
2242888-67,1204526,1
2242888-67,1204527,1
2242888-67,1204528,1
2242888-67,1204529,1
2242888-67,1204530,1
2242888-67,1204531,1
2242888-67,1204532,1
2242888-67,1204533,-1
2242888-67,1204534,1
2242888-67,1204536,1
2242888-67,1204538,1
2242888-67,1204539,1
2242888-67,1204540,1
