id_parlamentar_voz,ano,casa,dias_com_sessoes_deliberativas,dias_presentes,dias_ausencias_justificadas,dias_ausencias_nao_justificadas
1204570,2019,camara,113,103,4,6
1204570,2020,camara,102,87,6,9
1204570,2021,camara,79,78,0,1
1204571,2019,camara,113,105,6,2
1204571,2020,camara,102,96,4,2
1204571,2021,camara,79,76,0,3
1204572,2019,camara,113,96,17,0
1204572,2020,camara,102,100,1,1
1204572,2021,camara,79,79,0,0
1204573,2019,camara,113,111,2,0
1204573,2020,camara,102,101,1,0
1204573,2021,camara,79,79,0,0
1204574,2019,camara,113,85,14,14
1204574,2020,camara,72,56,8,8
1204574,2021,camara,79,74,1,4
1204575,2019,camara,113,104,5,4
1204575,2020,camara,102,100,1,1
1204575,2021,camara,79,77,0,2
1204576,2019,camara,113,104,7,2
1204576,2020,camara,102,101,1,0
1204576,2021,camara,10,5,0,5
1205476,2019,camara,113,106,7,0
1205476,2020,camara,102,100,1,1
1205476,2021,camara,79,78,0,1
1205535,2019,camara,5,5,0,0
1205535,2020,camara,54,53,1,0
1205548,2019,camara,113,87,22,4
1205548,2020,camara,102,98,4,0
1205548,2021,camara,79,77,0,2
1205550,2019,camara,113,86,27,0
1205550,2020,camara,102,96,6,0
1205550,2021,camara,79,72,7,0
1205863,2019,camara,106,85,8,13
1205863,2020,camara,102,92,6,4
1205863,2021,camara,77,76,0,1
1205865,2019,camara,112,106,6,0
1205865,2020,camara,73,72,1,0
1205865,2021,camara,79,79,0,0
1206231,2019,camara,112,107,4,1
1206231,2020,camara,102,99,2,1
1206231,2021,camara,79,79,0,0
1207176,2019,camara,108,100,8,0
1207176,2020,camara,102,100,2,0
1207176,2021,camara,77,77,0,0
1207309,2019,camara,107,101,3,3
1207309,2020,camara,95,91,4,0
1209189,2019,camara,98,94,1,3
1209189,2020,camara,102,98,3,1
1209189,2021,camara,79,78,1,0
1211649,2019,camara,30,29,0,1
1211866,2019,camara,43,43,0,0
1211866,2020,camara,16,15,1,0
1212504,2019,camara,14,14,0,0
1212504,2020,camara,12,9,3,0
1212625,2019,camara,6,6,0,0
1212625,2020,camara,20,16,3,1
1212625,2021,camara,67,66,0,1
1212749,2020,camara,85,85,0,0
1213274,2020,camara,82,81,1,0
1213274,2021,camara,79,78,0,1
1213679,2020,camara,39,38,0,1
1213762,2020,camara,50,50,0,0
1213762,2021,camara,79,79,0,0
1213854,2020,camara,20,20,0,0
1213856,2020,camara,28,28,0,0
1214445,2020,camara,22,22,0,0
1214477,2020,camara,21,21,0,0
1214694,2020,camara,18,18,0,0
1215042,2021,camara,79,79,0,0
1215043,2021,camara,79,79,0,0
1215044,2021,camara,79,79,0,0
1215045,2021,camara,79,77,2,0
1215361,2021,camara,3,3,0,0
1216198,2021,camara,14,14,0,0
1216313,2021,camara,41,41,0,0
1216544,2021,camara,44,44,0,0
1216545,2021,camara,38,38,0,0
1217036,2021,camara,22,22,0,0
1217330,2021,camara,11,11,0,0
